"order_id";"customer_id";"order_date";"status";"total_amount";"discount_pct"
224;3163;"2023-02-08 12:00:00";"pending";2170.21;5.0
225;3907;"2023-03-17 02:00:00";"shipped";359.01;0.0
226;191;"2023-07-17 06:00:00";"delivered";295.11;5.0
227;4159;"2023-06-18 13:00:00";"processing";1713.72;5.0
228;4547;"2023-12-25 16:00:00";"processing";2133.71;0.0
229;3518;"2023-05-27 21:00:00";"pending";294.3;20.0
230;4137;"2023-06-22 09:00:00";"shipped";200.1;15.0
231;16;"2023-04-02 08:00:00";"delivered";932.91;5.0
232;3032;"2023-11-24 08:00:00";"shipped";240.28;0.0
233;2615;"2023-07-28 13:00:00";"processing";2042.66;5.0
234;4193;"2023-07-24 22:00:00";"delivered";111.26;5.0
235;2782;"2023-03-23 20:00:00";"delivered";819.06;0.0
236;4379;"2023-02-13 15:00:00";"delivered";930.44;15.0
237;2368;"2023-08-04 03:00:00";"delivered";160.67;0.0
238;3020;"2023-05-26 03:00:00";"delivered";734.93;10.0
239;1187;"2023-12-16 08:00:00";"processing";478.9;15.0
240;659;"2023-10-29 22:00:00";"delivered";273.79;0.0
241;1;"2023-10-05 22:00:00";"cancelled";240.6;0.0
242;2629;"2023-11-05 04:00:00";"shipped";209.54;5.0
243;2968;"2023-07-23 21:00:00";"processing";2138.79;5.0
244;2435;"2023-10-06 01:00:00";"delivered";234.4;0.0
245;3148;"2023-06-25 23:00:00";"shipped";2006.46;0.0
246;1295;"2023-10-08 22:00:00";"delivered";538.11;0.0
247;1307;"2023-05-08 10:00:00";"shipped";663.05;5.0
248;4836;"2023-02-08 06:00:00";"processing";504.08;15.0
249;4957;"2023-04-19 23:00:00";"delivered";829.01;5.0
250;2488;"2023-12-18 23:00:00";"pending";2469.12;0.0
251;1208;"2023-09-29 06:00:00";"cancelled";580.41;0.0
252;3411;"2023-01-04 04:00:00";"shipped";207.41;0.0
253;3713;"2023-04-23 13:00:00";"delivered";400.17;10.0
254;3425;"2023-12-11 04:00:00";"shipped";1485.13;0.0
255;3444;"2023-02-08 15:00:00";"delivered";437.46;0.0
256;4762;"2023-09-17 10:00:00";"shipped";1020.72;0.0
257;671;"2023-04-06 05:00:00";"delivered";546.36;0.0
258;4880;"2023-11-12 18:00:00";"shipped";674.15;5.0
259;1501;"2023-09-12 03:00:00";"delivered";982.04;10.0
260;1511;"2023-10-27 03:00:00";"shipped";347.6;5.0
261;83;"2023-05-23 03:00:00";"pending";179.34;0.0
262;4334;"2023-09-25 18:00:00";"shipped";755.68;0.0
263;2898;"2023-12-20 03:00:00";"processing";1735.16;0.0
264;4956;"2023-06-03 17:00:00";"pending";69.84;15.0
265;4211;"2023-04-01 20:00:00";"shipped";139.8;5.0
266;3199;"2023-06-08 13:00:00";"shipped";49.08;5.0
267;4925;"2023-08-28 19:00:00";"delivered";1472.07;15.0
268;1900;"2023-03-20 17:00:00";"delivered";715.8;0.0
269;367;"2023-09-19 17:00:00";"delivered";527.16;5.0
270;238;"2023-06-24 00:00:00";"shipped";621.86;10.0
271;4163;"2023-08-04 13:00:00";"shipped";443.02;5.0
272;2573;"2023-01-24 02:00:00";"processing";594.17;5.0
273;2615;"2023-11-04 01:00:00";"delivered";877.42;0.0
274;212;"2023-04-02 14:00:00";"shipped";346.84;5.0
275;990;"2023-09-24 15:00:00";"delivered";1904.82;5.0
276;4894;"2023-11-04 18:00:00";"delivered";1665.78;0.0
277;3246;"2023-04-01 08:00:00";"delivered";748.92;0.0
278;2334;"2023-03-10 11:00:00";"delivered";770.06;0.0
279;2969;"2023-05-16 16:00:00";"shipped";460.62;0.0
280;828;"2023-04-13 00:00:00";"shipped";904.64;10.0
281;4835;"2023-10-13 17:00:00";"shipped";1215.12;0.0
282;2470;"2023-08-08 23:00:00";"delivered";1819.55;5.0
283;3145;"2023-01-24 22:00:00";"cancelled";283.77;5.0
284;4691;"2023-12-24 23:00:00";"delivered";788.49;5.0
285;3080;"2023-09-10 14:00:00";"shipped";806.1;5.0
286;3741;"2023-01-10 14:00:00";"shipped";2952.0;0.0
287;240;"2023-01-26 16:00:00";"processing";940.72;10.0
288;2208;"2023-09-10 14:00:00";"delivered";1018.3;5.0
289;2709;"2023-07-02 12:00:00";"shipped";799.13;0.0
290;3256;"2023-08-07 01:00:00";"shipped";652.91;0.0
291;463;"2023-03-06 11:00:00";"processing";269.64;0.0
292;3490;"2023-06-14 02:00:00";"delivered";250.31;15.0
293;2622;"2023-07-05 21:00:00";"shipped";979.33;0.0
294;1950;"2023-06-06 03:00:00";"shipped";331.06;10.0
295;2829;"2023-05-30 09:00:00";"processing";82.02;0.0
296;739;"2023-01-30 13:00:00";"delivered";412.06;0.0
297;4546;"2023-06-16 16:00:00";"processing";1454.51;0.0
298;4444;"2023-12-07 21:00:00";"shipped";978.52;0.0
299;1543;"2023-03-26 08:00:00";"delivered";309.93;5.0
300;28;"2023-01-12 01:00:00";"shipped";908.66;5.0
301;2155;"2023-12-12 12:00:00";"delivered";2561.44;10.0
302;4133;"2023-04-09 09:00:00";"processing";937.5;20.0
303;4095;"2023-05-05 09:00:00";"delivered";2784.36;0.0
304;879;"2023-06-17 06:00:00";"delivered";811.0;20.0
305;2220;"2023-04-22 04:00:00";"processing";548.84;5.0
306;1807;"2023-08-24 11:00:00";"processing";955.07;5.0
307;4454;"2023-04-26 20:00:00";"cancelled";146.11;5.0
308;3857;"2023-07-13 03:00:00";"shipped";1088.6;5.0
309;4000;"2023-11-27 20:00:00";"shipped";428.94;0.0
310;2130;"2023-11-28 19:00:00";"delivered";1130.49;0.0
311;163;"2023-07-25 22:00:00";"delivered";1202.0;10.0
312;1181;"2023-11-23 21:00:00";"shipped";222.4;20.0
313;2880;"2023-11-05 17:00:00";"shipped";1215.14;5.0
314;2570;"2023-11-08 08:00:00";"cancelled";51.6;0.0
315;2526;"2023-04-16 16:00:00";"delivered";85.83;0.0
316;1143;"2023-09-12 08:00:00";"delivered";561.84;0.0
317;3363;"2023-06-30 22:00:00";"delivered";762.98;5.0
318;1269;"2023-08-22 23:00:00";"processing";1733.74;0.0
319;2505;"2023-11-19 11:00:00";"processing";638.65;0.0
320;2686;"2023-08-25 15:00:00";"shipped";787.59;0.0
321;4143;"2023-06-28 18:00:00";"shipped";346.44;0.0
322;4727;"2023-04-24 15:00:00";"pending";2616.54;0.0
323;2238;"2023-10-08 13:00:00";"delivered";482.01;0.0
324;3044;"2023-02-23 05:00:00";"delivered";463.09;5.0
325;4123;"2023-08-11 08:00:00";"shipped";1293.33;0.0
326;3707;"2023-12-11 17:00:00";"shipped";2814.98;5.0
327;1139;"2023-05-19 09:00:00";"shipped";1454.69;0.0
328;4593;"2023-11-04 20:00:00";"shipped";1722.39;0.0
329;178;"2023-12-16 15:00:00";"processing";122.49;0.0
330;2935;"2023-12-08 23:00:00";"delivered";1702.8;0.0
331;2933;"2023-07-02 19:00:00";"delivered";1162.58;5.0
332;1432;"2023-07-17 11:00:00";"delivered";58.76;0.0
333;4672;"2023-12-22 16:00:00";"processing";230.74;0.0
334;1111;"2023-01-11 18:00:00";"processing";417.76;15.0
335;1840;"2023-12-21 04:00:00";"shipped";2917.78;0.0
336;941;"2023-04-27 23:00:00";"pending";206.86;0.0
337;3358;"2023-12-04 07:00:00";"shipped";1007.19;0.0
338;1879;"2023-03-18 16:00:00";"delivered";794.28;0.0
339;1379;"2023-05-19 02:00:00";"delivered";1177.73;10.0
340;166;"2023-07-19 18:00:00";"shipped";564.08;5.0
341;3048;"2023-07-08 09:00:00";"shipped";3035.36;5.0
342;2357;"2023-02-25 16:00:00";"processing";712.64;5.0
343;4689;"2023-08-20 15:00:00";"processing";132.04;5.0
344;4700;"2023-12-22 12:00:00";"shipped";1386.72;20.0
345;4272;"2023-12-28 05:00:00";"delivered";2894.69;0.0
346;168;"2023-07-10 21:00:00";"shipped";386.74;0.0
347;892;"2023-02-16 04:00:00";"delivered";112.63;0.0
348;2141;"2023-05-20 02:00:00";"pending";889.1;0.0
349;1507;"2023-12-23 00:00:00";"shipped";1117.1;0.0
350;714;"2023-09-18 06:00:00";"delivered";84.6;15.0
351;4151;"2023-10-08 08:00:00";"processing";127.11;0.0
352;1715;"2023-11-21 02:00:00";"delivered";1077.25;0.0
353;844;"2023-04-12 03:00:00";"pending";32.55;0.0
354;1726;"2023-08-21 10:00:00";"shipped";432.4;0.0
355;1547;"2023-06-18 00:00:00";"pending";725.9;0.0
356;3012;"2023-11-09 01:00:00";"processing";258.36;15.0
357;1134;"2023-08-01 10:00:00";"shipped";1555.29;0.0
358;1933;"2023-08-03 12:00:00";"cancelled";575.88;0.0
359;1263;"2023-05-29 10:00:00";"processing";965.12;5.0
360;3649;"2023-04-19 20:00:00";"pending";147.28;0.0
361;3682;"2023-07-19 10:00:00";"processing";2600.71;0.0
362;1877;"2023-08-20 21:00:00";"delivered";406.51;0.0
363;1778;"2023-04-02 08:00:00";"delivered";247.3;0.0
364;3100;"2023-06-26 11:00:00";"processing";1533.67;5.0
365;4797;"2023-11-01 19:00:00";"delivered";1152.47;0.0
366;715;"2023-07-18 18:00:00";"delivered";119.98;5.0
367;2680;"2023-02-16 04:00:00";"cancelled";1367.96;5.0
368;329;"2023-06-18 16:00:00";"delivered";1447.25;0.0
369;2143;"2023-05-16 09:00:00";"processing";641.38;5.0
370;444;"2023-04-26 21:00:00";"shipped";1297.96;0.0
371;163;"2023-01-14 00:00:00";"delivered";1528.63;0.0
372;672;"2023-09-27 08:00:00";"shipped";396.16;20.0
373;2628;"2023-08-03 01:00:00";"delivered";262.22;0.0
374;1856;"2023-07-11 10:00:00";"delivered";577.69;0.0
375;4901;"2023-09-29 10:00:00";"shipped";1529.79;0.0
376;806;"2023-09-05 21:00:00";"delivered";886.31;0.0
377;4217;"2023-08-10 03:00:00";"pending";1154.18;10.0
378;4623;"2023-10-28 08:00:00";"processing";1096.34;5.0
379;3103;"2023-03-01 11:00:00";"processing";1844.06;0.0
380;3377;"2023-03-27 03:00:00";"shipped";412.79;20.0
381;916;"2023-01-23 14:00:00";"shipped";93.71;10.0
382;3591;"2023-01-14 19:00:00";"processing";32.93;0.0
383;2591;"2023-04-14 14:00:00";"processing";141.54;0.0
384;2868;"2023-07-07 09:00:00";"cancelled";234.43;0.0
385;155;"2023-09-05 13:00:00";"delivered";2143.4;0.0
386;516;"2023-07-12 00:00:00";"shipped";796.56;0.0
387;364;"2023-02-10 06:00:00";"shipped";1058.72;0.0
388;3501;"2023-10-26 12:00:00";"delivered";1212.03;0.0
389;3726;"2023-10-07 05:00:00";"shipped";1095.9;15.0
390;3158;"2023-05-31 15:00:00";"shipped";553.77;0.0
391;2927;"2023-02-26 22:00:00";"delivered";1060.47;10.0
392;1103;"2023-04-07 04:00:00";"shipped";1297.4;0.0
393;846;"2023-05-29 06:00:00";"processing";1032.98;0.0
394;1742;"2023-03-26 20:00:00";"processing";796.64;0.0
395;3828;"2023-03-08 17:00:00";"pending";1767.12;0.0
396;264;"2023-12-13 20:00:00";"delivered";546.16;10.0
397;584;"2023-06-08 18:00:00";"delivered";825.45;5.0
398;2150;"2023-10-06 14:00:00";"processing";2977.86;0.0
399;1301;"2023-07-12 08:00:00";"shipped";718.95;0.0
400;2184;"2023-04-19 10:00:00";"delivered";1230.45;5.0
401;4018;"2023-02-14 13:00:00";"processing";162.36;0.0
402;2794;"2023-04-04 16:00:00";"pending";1283.89;5.0
403;2484;"2023-07-21 13:00:00";"processing";852.52;10.0
404;4517;"2023-03-24 00:00:00";"delivered";142.65;0.0
405;3670;"2023-12-03 11:00:00";"delivered";3794.03;0.0
406;4382;"2023-05-13 17:00:00";"pending";96.39;0.0
407;448;"2023-06-28 19:00:00";"shipped";552.87;0.0
408;535;"2023-11-09 21:00:00";"delivered";2257.87;5.0
409;1541;"2023-05-20 13:00:00";"processing";143.46;0.0
410;4914;"2023-08-23 12:00:00";"delivered";1216.67;0.0
411;1768;"2023-12-04 23:00:00";"shipped";2915.58;0.0
412;3655;"2023-12-01 01:00:00";"pending";2207.25;5.0
413;4871;"2023-06-24 21:00:00";"processing";1035.15;0.0
414;158;"2023-05-21 11:00:00";"shipped";970.16;0.0
415;752;"2023-11-24 03:00:00";"delivered";672.0;0.0
416;3709;"2023-04-18 00:00:00";"processing";1011.91;20.0
417;2787;"2023-07-10 22:00:00";"delivered";296.9;10.0
418;2903;"2023-11-01 01:00:00";"delivered";869.02;0.0
419;1174;"2023-01-24 07:00:00";"delivered";561.84;0.0
420;2046;"2023-10-15 12:00:00";"delivered";673.65;0.0
421;4949;"2023-11-15 23:00:00";"shipped";1233.0;5.0
422;1703;"2023-08-18 18:00:00";"pending";494.99;0.0
423;3877;"2023-06-02 03:00:00";"delivered";1057.81;5.0
424;3390;"2023-05-13 10:00:00";"shipped";156.87;0.0
425;539;"2023-12-23 16:00:00";"pending";1338.18;0.0
426;929;"2023-04-25 18:00:00";"processing";123.8;0.0
427;2804;"2023-04-17 19:00:00";"processing";469.0;0.0
428;1712;"2023-04-11 00:00:00";"processing";57.62;0.0
429;3315;"2023-05-26 17:00:00";"delivered";129.76;20.0
430;3062;"2023-11-29 13:00:00";"shipped";109.76;0.0
431;1084;"2023-09-26 10:00:00";"processing";552.5;10.0
432;4732;"2023-08-16 20:00:00";"delivered";489.82;5.0
433;3287;"2023-02-25 06:00:00";"shipped";156.64;0.0
434;113;"2023-09-24 17:00:00";"cancelled";1149.48;5.0
435;3487;"2023-05-06 14:00:00";"processing";2148.12;0.0
436;1597;"2023-01-17 17:00:00";"shipped";1020.37;5.0
