"order_item_id";"order_id";"product_id";"quantity";"unit_price"
111;37;62;2;77.66
112;37;90;3;238.59
113;38;268;3;22.25
114;38;231;2;58.56
115;38;268;3;22.25
116;38;83;2;28.81
117;38;218;1;163.84
118;39;44;3;46.23
119;40;159;2;56.32
120;41;177;1;190.69
121;41;58;2;37.93
122;41;123;1;70.77
123;41;169;3;117.44
124;41;160;2;62.31
125;42;219;3;18.89
126;42;12;1;58.48
127;42;187;2;145.63
128;43;150;3;51.66
129;43;222;1;207.75
130;44;297;3;111.18
131;44;141;1;62.63
132;45;3;2;355.2
133;46;300;2;105.48
134;46;274;1;43.03
135;47;270;2;149.02
136;47;278;1;58.03
137;48;97;1;160.55
138;48;278;2;58.03
139;48;228;2;21.36
140;48;113;3;261.82
141;49;134;1;60.38
142;50;150;1;51.66
143;50;189;1;298.51
144;50;76;2;23.8
145;50;247;3;280.92
146;51;235;2;98.52
147;52;198;3;53.21
148;52;157;1;145.39
149;52;99;2;18.5
150;52;64;2;63.91
151;53;218;2;163.84
152;53;148;1;161.06
153;53;100;1;36.47
154;54;236;2;27.58
155;54;22;1;231.52
156;54;9;3;134.64
157;54;18;1;140.06
158;54;157;3;145.39
159;55;39;1;42.14
160;55;79;3;57.05
161;56;211;1;253.01
162;56;188;3;221.91
163;56;96;2;318.43
164;56;158;1;219.43
165;56;17;2;66.06
166;57;276;2;77.1
167;57;110;1;33.58
168;57;152;2;210.67
169;58;96;1;318.43
170;58;109;3;46.77
171;58;148;3;161.06
172;58;56;2;84.93
173;58;263;2;58.98
174;59;61;2;251.37
175;59;58;2;37.93
176;59;126;3;333.38
177;60;60;1;69.22
178;60;112;1;112.28
179;60;215;3;42.37
180;60;12;2;58.48
181;60;64;2;63.91
182;61;40;3;165.59
183;61;186;1;24.83
184;61;192;2;139.65
185;62;118;2;365.76
186;62;155;2;75.12
187;62;282;1;377.84
188;62;78;3;18.59
189;62;81;1;83.86
190;63;140;3;35.81
191;64;12;2;58.48
192;64;252;3;124.2
193;64;132;1;76.68
194;64;209;1;110.99
195;65;39;2;42.14
196;65;282;2;377.84
197;65;293;1;32.93
198;66;35;1;57.55
199;66;174;1;16.75
200;66;287;1;82.17
201;66;154;3;276.99
202;66;153;1;28.61
203;67;204;2;63.94
204;68;70;2;99.53
205;68;31;1;263.13
206;69;188;1;221.91
207;69;289;2;36.82
208;70;234;2;199.16
209;70;115;2;45.38
210;71;33;3;98.43
211;71;295;3;401.67
212;71;118;3;365.76
213;72;6;1;124.34
214;73;142;1;26.83
215;73;246;2;105.53
216;73;180;1;59.61
217;73;5;1;99.57
218;74;178;1;117.25
219;74;80;3;16.51
220;74;173;1;44.37
221;74;297;1;111.18
222;75;280;2;194.11
223;75;78;3;18.59
224;75;71;3;104.37
225;76;63;2;81.7
226;76;85;1;276.27
227;77;121;3;102.0
228;77;157;3;145.39
229;77;242;3;66.96
230;77;186;2;24.83
231;78;206;3;30.23
232;78;278;2;58.03
233;78;176;1;23.46
234;79;70;1;99.53
235;80;74;3;13.44
236;81;241;3;177.76
237;81;211;2;253.01
238;82;259;1;193.37
239;82;27;3;257.64
240;82;93;3;177.34
241;82;142;3;26.83
242;82;277;2;141.51
243;83;151;1;14.87
244;83;104;2;193.22
245;83;105;1;19.14
246;83;202;3;84.57
247;83;73;1;47.55
248;84;120;1;44.38
249;84;68;1;208.07
250;84;230;2;163.67
251;84;7;3;435.46
252;85;276;3;77.1
253;86;92;3;338.54
254;86;290;3;138.11
255;86;77;3;137.95
256;87;158;3;219.43
257;88;198;3;53.21
258;89;93;3;177.34
259;89;84;3;56.46
260;89;33;1;98.43
261;89;262;2;203.02
262;90;37;1;125.9
263;90;97;3;160.55
264;91;249;2;94.89
265;91;91;1;48.19
266;92;243;1;23.3
267;92;259;2;193.37
268;93;166;2;36.18
269;93;35;3;57.55
270;93;49;2;49.52
271;93;118;3;365.76
272;94;282;3;377.84
273;94;295;2;401.67
274;95;22;3;231.52
275;95;74;1;13.44
276;96;139;2;284.29
277;96;237;2;11.53
278;96;102;3;79.45
279;96;129;3;59.78
280;97;197;1;109.76
281;97;165;3;30.46
282;97;87;3;172.22
283;97;216;2;265.62
284;98;71;3;104.37
285;98;15;2;110.9
286;98;197;1;109.76
287;99;112;2;112.28
288;100;135;3;23.48
289;100;230;3;163.67
290;100;219;2;18.89
291;101;120;2;44.38
292;101;20;1;27.74
293;101;160;3;62.31
294;101;16;3;135.22
295;101;100;1;36.47
296;102;283;2;114.46
297;102;132;1;76.68
298;103;185;1;47.76
299;103;142;3;26.83
300;103;56;2;84.93
301;103;113;2;261.82
302;103;295;3;401.67
303;104;137;2;83.8
304;104;38;2;136.67
305;104;261;1;138.08
306;104;13;1;97.98
307;105;256;3;229.2
308;105;30;1;43.42
309;106;173;3;44.37
310;106;256;1;229.2
311;106;187;1;145.63
312;106;211;2;253.01
313;106;218;3;163.84
314;107;197;3;109.76
315;107;258;2;183.46
316;108;268;2;22.25
317;108;111;2;28.98
318;109;91;2;48.19
319;110;8;2;295.75
320;111;260;2;183.92
321;111;17;1;66.06
322;111;177;2;190.69
323;112;227;3;128.22
324;112;287;2;82.17
325;112;186;3;24.83
326;112;177;3;190.69
327;113;77;3;137.95
328;113;186;3;24.83
329;113;107;2;57.11
330;114;264;1;22.18
331;114;188;1;221.91
332;115;280;2;194.11
333;115;119;1;52.95
334;115;130;3;138.45
335;115;88;2;271.98
336;115;284;1;66.65
337;116;180;2;59.61
338;116;164;2;38.45
339;116;181;3;42.65
340;116;71;2;104.37
341;116;201;1;55.38
342;117;220;3;97.41
343;117;169;3;117.44
344;118;131;2;94.96
345;118;87;1;172.22
346;118;300;1;105.48
347;118;250;2;45.33
348;119;104;2;193.22
349;119;174;2;16.75
350;119;158;3;219.43
351;119;146;1;35.44
352;120;178;3;117.25
353;120;255;2;63.76
354;120;28;3;98.17
355;120;80;1;16.51
356;120;144;1;46.76
357;121;6;3;124.34
358;122;177;3;190.69
359;122;182;2;96.28
360;122;195;3;145.55
361;122;286;3;23.1
362;123;285;1;108.9
363;124;83;1;28.81
364;125;155;2;75.12
365;125;90;2;238.59
366;125;44;2;46.23
367;125;67;2;41.38
368;125;191;1;144.67
369;126;174;2;16.75
370;126;52;2;198.57
371;126;121;1;102.0
372;127;14;1;139.17
373;127;237;2;11.53
374;127;300;2;105.48
375;127;95;1;11.53
376;128;271;2;134.08
377;128;120;1;44.38
378;129;7;3;435.46
379;129;39;1;42.14
380;129;122;2;159.31
381;130;281;1;13.59
382;131;78;1;18.59
383;131;299;2;93.25
384;131;236;1;27.58
385;131;24;2;171.7
386;131;222;2;207.75
387;132;134;1;60.38
388;132;215;3;42.37
389;132;139;1;284.29
390;133;104;3;193.22
391;133;142;1;26.83
392;134;208;3;26.03
393;134;33;1;98.43
394;134;148;3;161.06
395;134;87;3;172.22
396;134;193;2;303.95
397;135;291;2;67.09
398;135;18;2;140.06
399;136;286;1;23.1
400;136;25;2;36.6
401;136;290;3;138.11
402;136;173;2;44.37
403;137;210;1;230.86
404;137;78;1;18.59
405;138;54;3;232.82
406;138;296;2;31.73
407;139;64;3;63.91
408;139;113;3;261.82
409;139;250;3;45.33
410;139;229;2;14.92
411;139;213;1;29.38
412;140;224;3;289.95
413;140;3;3;355.2
414;141;261;1;138.08
415;142;220;3;97.41
416;142;41;2;202.78
417;143;262;2;203.02
418;143;268;3;22.25
419;143;238;1;130.67
420;143;156;2;51.61
421;143;153;1;28.61
422;144;19;2;25.52
423;145;219;1;18.89
424;145;116;2;27.34
425;146;86;1;68.41
426;146;135;3;23.48
427;147;109;3;46.77
428;147;15;3;110.9
429;147;248;2;278.21
430;148;88;2;271.98
431;148;162;3;265.52
432;148;146;1;35.44
433;148;96;2;318.43
434;149;65;3;165.71
435;149;208;3;26.03
436;149;21;2;27.77
437;149;200;3;209.0
438;149;199;2;156.49
439;150;285;3;108.9
440;150;54;2;232.82
441;150;166;2;36.18
442;150;276;1;77.1
443;151;73;1;47.55
444;151;208;2;26.03
445;152;285;1;108.9
446;152;279;3;52.64
447;152;186;1;24.83
448;153;217;1;133.47
449;154;101;1;337.71
450;154;60;3;69.22
451;154;79;1;57.05
452;155;111;3;28.98
453;155;58;1;37.93
454;155;225;3;14.43
455;155;33;2;98.43
456;155;85;2;276.27
457;156;279;1;52.64
458;156;258;3;183.46
459;157;265;1;194.8
460;157;163;3;127.95
461;157;159;2;56.32
462;157;103;3;60.73
463;157;60;2;69.22
464;158;293;1;32.93
465;158;65;3;165.71
466;158;63;2;81.7
467;159;244;3;291.31
468;159;294;1;73.58
469;159;120;1;44.38
470;159;222;1;207.75
471;160;32;1;65.71
472;161;31;2;263.13
473;161;264;3;22.18
474;161;113;2;261.82
475;161;74;1;13.44
476;161;184;1;75.61
477;162;10;1;83.77
478;162;103;2;60.73
479;162;18;2;140.06
480;163;162;1;265.52
481;163;116;3;27.34
482;164;61;1;251.37
483;164;63;3;81.7
484;164;200;1;209.0
485;164;90;3;238.59
486;164;231;3;58.56
487;165;154;3;276.99
488;165;196;1;15.62
489;165;227;1;128.22
490;165;104;2;193.22
491;165;127;3;28.04
492;166;76;3;23.8
493;166;82;3;115.88
494;166;114;3;81.1
495;167;183;2;83.98
496;167;123;1;70.77
497;168;21;3;27.77
498;168;85;1;276.27
499;168;61;3;251.37
500;169;14;2;139.17
501;170;11;2;27.62
502;170;87;2;172.22
503;170;262;3;203.02
504;170;49;1;49.52
505;170;220;2;97.41
506;171;197;2;109.76
507;171;101;3;337.71
508;171;223;2;12.9
509;171;132;3;76.68
510;172;274;3;43.03
511;172;137;3;83.8
512;172;152;3;210.67
513;173;131;2;94.96
514;173;214;2;180.06
515;173;268;2;22.25
516;173;180;2;59.61
517;173;50;2;63.53
518;174;1;2;85.25
519;174;107;2;57.11
520;174;257;2;75.87
521;174;163;3;127.95
522;174;128;1;604.55
523;175;289;1;36.82
524;176;52;3;198.57
525;176;275;3;167.5
526;176;84;3;56.46
527;176;211;3;253.01
528;177;54;2;232.82
529;177;63;1;81.7
530;177;113;3;261.82
531;177;101;3;337.71
532;177;1;1;85.25
533;178;132;3;76.68
534;178;119;1;52.95
535;178;112;3;112.28
536;178;148;3;161.06
537;178;254;2;92.06
538;179;51;3;69.12
539;179;165;1;30.46
540;179;10;2;83.77
541;179;57;3;49.4
542;179;258;3;183.46
543;180;30;2;43.42
544;180;109;1;46.77
545;180;273;2;197.68
546;180;270;3;149.02
547;181;111;3;28.98
548;182;68;1;208.07
549;182;258;2;183.46
550;182;45;1;206.86
551;182;240;1;115.21
552;183;206;3;30.23
553;183;263;2;58.98
554;183;193;1;303.95
555;184;149;2;112.47
556;184;37;1;125.9
557;184;300;3;105.48
558;184;61;1;251.37
559;184;6;2;124.34
560;185;184;2;75.61
561;185;197;3;109.76
562;185;224;2;289.95
563;185;82;2;115.88
564;185;185;2;47.76
565;186;208;1;26.03
566;187;145;3;77.19
567;188;6;2;124.34
568;188;287;1;82.17
569;188;215;2;42.37
570;188;193;1;303.95
571;189;161;1;66.77
572;189;71;1;104.37
573;189;42;2;263.42
574;189;56;2;84.93
575;190;244;2;291.31
576;190;35;3;57.55
577;190;12;1;58.48
578;191;38;1;136.67
579;191;250;3;45.33
580;191;282;1;377.84
581;192;212;1;167.62
582;193;242;2;66.96
583;193;50;2;63.53
584;193;243;2;23.3
585;194;3;2;355.2
586;194;162;3;265.52
587;194;84;3;56.46
588;195;62;1;77.66
589;195;92;2;338.54
590;195;162;1;265.52
591;195;79;1;57.05
592;195;239;3;89.88
593;196;208;3;26.03
594;196;287;2;82.17
595;197;153;1;28.61
596;197;173;1;44.37
597;197;113;3;261.82
598;198;287;2;82.17
599;198;249;2;94.89
600;198;252;3;124.2
601;198;184;2;75.61
602;199;190;2;16.04
603;199;44;2;46.23
604;199;19;1;25.52
605;200;53;2;51.23
606;200;79;1;57.05
607;200;98;3;156.09
608;201;237;2;11.53
609;201;204;2;63.94
610;201;44;3;46.23
611;202;246;1;105.53
612;202;83;3;28.81
613;202;125;2;136.07
614;202;190;3;16.04
615;203;186;1;24.83
616;203;31;3;263.13
617;204;228;1;21.36
618;205;291;1;67.09
619;206;56;2;84.93
620;206;181;3;42.65
621;206;70;2;99.53
622;206;102;3;79.45
623;207;96;1;318.43
624;208;286;2;23.1
625;208;81;1;83.86
626;208;251;2;594.78
627;209;58;3;37.93
628;209;229;2;14.92
629;209;168;3;36.16
630;209;264;1;22.18
631;210;207;1;234.88
632;210;64;3;63.91
633;210;12;1;58.48
634;210;23;2;17.91
635;210;102;2;79.45
636;211;27;2;257.64
637;211;209;1;110.99
638;211;164;2;38.45
639;211;143;2;86.74
640;212;294;1;73.58
641;212;158;1;219.43
642;212;107;2;57.11
643;212;94;3;191.51
644;212;117;3;187.28
645;213;205;3;54.75
646;213;109;1;46.77
647;214;166;1;36.18
648;214;61;2;251.37
649;214;278;2;58.03
650;215;200;1;209.0
651;215;192;3;139.65
652;215;32;3;65.71
653;216;3;2;355.2
654;216;75;2;176.39
655;217;284;3;66.65
656;217;15;1;110.9
657;218;23;1;17.91
658;219;106;3;63.95
659;219;26;2;73.19
660;219;257;1;75.87
661;219;1;1;85.25
662;219;256;3;229.2
663;220;177;2;190.69
664;220;127;1;28.04
665;220;213;1;29.38
666;220;101;3;337.71
667;220;243;2;23.3
668;221;24;3;171.7
669;221;286;3;23.1
670;221;210;2;230.86
671;221;114;2;81.1
672;221;204;3;63.94
673;222;74;3;13.44
674;222;297;2;111.18
675;222;128;1;604.55
676;222;284;3;66.65
677;222;185;3;47.76
678;223;125;3;136.07
679;223;147;2;15.53
680;223;25;3;36.6
681;223;272;3;32.79
682;223;63;3;81.7
683;224;151;1;14.87
684;225;22;2;231.52
685;225;80;3;16.51
686;225;154;1;276.99
687;225;106;3;63.95
688;225;174;2;16.75
689;226;122;1;159.31
690;226;206;1;30.23
691;226;16;3;135.22
692;227;185;3;47.76
693;227;185;1;47.76
694;228;204;3;63.94
695;229;222;3;207.75
696;229;33;1;98.43
697;229;222;1;207.75
698;230;189;3;298.51
699;230;283;2;114.46
700;231;8;1;295.75
701;231;231;3;58.56
702;231;128;1;604.55
703;231;120;2;44.38
704;231;62;2;77.66
705;232;23;2;17.91
706;232;17;3;66.06
707;232;247;3;280.92
708;232;272;3;32.79
709;232;6;3;124.34
710;233;40;2;165.59
711;233;258;2;183.46
712;233;31;1;263.13
713;234;5;3;99.57
714;234;159;3;56.32
715;235;285;1;108.9
716;236;49;2;49.52
717;236;274;1;43.03
718;236;134;1;60.38
719;236;51;3;69.12
720;236;79;3;57.05
721;237;49;3;49.52
722;237;132;3;76.68
723;238;88;3;271.98
724;238;191;3;144.67
725;238;171;1;59.0
726;238;148;3;161.06
727;239;231;1;58.56
728;239;10;1;83.77
729;239;159;1;56.32
730;239;292;3;115.69
731;240;70;2;99.53
732;240;124;1;109.44
733;240;277;1;141.51
734;241;168;3;36.16
735;241;18;1;140.06
736;241;214;2;180.06
737;241;200;2;209.0
738;241;262;3;203.02
739;242;161;2;66.77
740;243;246;3;105.53
741;243;163;3;127.95
742;243;155;1;75.12
743;243;41;1;202.78
744;244;66;1;65.31
745;245;296;1;31.73
746;245;55;2;105.96
747;246;33;2;98.43
748;246;260;3;183.92
749;247;12;2;58.48
750;247;62;2;77.66
751;247;93;1;177.34
752;247;40;1;165.59
753;248;201;2;55.38
754;248;125;1;136.07
755;248;23;2;17.91
756;249;12;1;58.48
757;249;60;1;69.22
758;249;2;1;169.54
759;250;252;1;124.2
760;250;7;3;435.46
761;251;9;3;134.64
762;251;251;3;594.78
763;252;206;2;30.23
764;253;168;2;36.16
765;253;213;2;29.38
766;253;7;2;435.46
767;253;26;3;73.19
768;253;4;3;15.69
769;254;200;2;209.0
770;254;6;1;124.34
771;254;223;3;12.9
772;254;9;3;134.64
773;255;96;1;318.43
774;256;122;3;159.31
775;256;20;2;27.74
776;256;148;1;161.06
777;256;33;3;98.43
778;256;83;1;28.81
779;257;213;2;29.38
780;257;21;2;27.77
781;258;40;3;165.59
782;258;2;3;169.54
783;259;99;2;18.5
784;259;108;3;53.06
785;260;113;2;261.82
786;260;277;1;141.51
787;260;222;2;207.75
788;260;185;3;47.76
789;261;97;3;160.55
790;262;185;1;47.76
791;262;138;3;32.55
792;263;300;1;105.48
793;263;37;2;125.9
794;263;53;2;51.23
795;263;287;3;82.17
796;263;215;3;42.37
797;264;147;2;15.53
798;264;203;1;22.49
799;265;66;3;65.31
800;265;115;2;45.38
801;266;268;3;22.25
802;266;219;2;18.89
803;266;11;1;27.62
804;266;57;3;49.4
805;267;134;1;60.38
806;267;246;2;105.53
807;267;33;3;98.43
808;267;29;1;33.59
809;268;269;1;27.35
810;268;208;1;26.03
811;268;158;3;219.43
812;268;239;1;89.88
813;268;153;3;28.61
814;269;21;3;27.77
815;269;209;1;110.99
816;269;98;2;156.09
817;269;102;3;79.45
818;269;178;2;117.25
819;270;162;2;265.52
820;270;68;2;208.07
821;270;254;3;92.06
822;270;173;3;44.37
823;270;237;3;11.53
824;271;295;3;401.67
825;271;52;3;198.57
826;271;222;1;207.75
827;272;92;1;338.54
828;272;54;2;232.82
829;273;242;3;66.96
830;273;104;3;193.22
831;273;294;1;73.58
832;273;173;2;44.37
833;273;182;3;96.28
834;274;191;1;144.67
835;274;166;1;36.18
836;274;217;1;133.47
837;274;15;2;110.9
838;275;294;3;73.58
839;276;277;3;141.51
840;276;95;3;11.53
841;276;54;1;232.82
842;276;108;2;53.06
843;276;38;1;136.67
844;277;122;2;159.31
845;277;8;3;295.75
846;277;212;1;167.62
847;277;149;2;112.47
848;278;205;3;54.75
849;278;3;3;355.2
850;279;182;3;96.28
851;279;250;2;45.33
852;280;282;2;377.84
853;280;110;3;33.58
854;280;262;2;203.02
855;280;298;2;95.71
856;281;38;1;136.67
857;281;93;1;177.34
858;281;240;2;115.21
859;281;289;1;36.82
860;282;285;1;108.9
861;282;279;3;52.64
862;282;166;2;36.18
863;282;155;2;75.12
864;282;278;3;58.03
865;283;134;1;60.38
866;284;122;1;159.31
867;284;166;1;36.18
868;284;173;2;44.37
869;284;281;1;13.59
870;284;153;2;28.61
871;285;75;3;176.39
872;285;209;1;110.99
873;285;133;3;129.76
874;285;260;1;183.92
875;285;19;3;25.52
876;286;190;1;16.04
877;287;98;2;156.09
878;287;154;2;276.99
879;288;110;1;33.58
880;288;58;1;37.93
881;288;163;3;127.95
882;289;209;1;110.99
883;290;288;1;430.61
884;290;267;3;23.63
885;291;273;3;197.68
886;291;148;1;161.06
887;291;22;2;231.52
888;291;102;3;79.45
889;292;238;3;130.67
890;292;152;3;210.67
891;293;25;2;36.6
892;293;248;1;278.21
893;293;63;3;81.7
894;294;201;2;55.38
895;294;288;3;430.61
896;294;25;3;36.6
897;294;37;3;125.9
898;295;79;2;57.05
899;296;93;1;177.34
900;297;210;1;230.86
901;297;101;1;337.71
902;297;275;3;167.5
903;297;18;2;140.06
904;298;101;3;337.71
905;299;33;3;98.43
906;299;69;1;100.84
907;299;12;3;58.48
908;299;295;3;401.67
909;299;180;3;59.61
910;300;187;1;145.63
911;300;52;2;198.57
912;301;263;2;58.98
913;301;209;2;110.99
914;301;197;1;109.76
915;301;231;3;58.56
916;301;187;3;145.63
917;302;74;2;13.44
918;302;258;3;183.46
919;302;1;3;85.25
920;303;203;3;22.49
921;304;163;1;127.95
922;304;178;2;117.25
923;305;236;2;27.58
924;305;252;2;124.2
925;305;36;2;35.27
926;305;194;3;39.16
927;306;193;2;303.95
928;307;114;1;81.1
929;307;52;1;198.57
930;307;297;1;111.18
931;307;192;2;139.65
932;307;157;2;145.39
933;308;122;2;159.31
934;308;135;2;23.48
935;308;43;3;27.58
936;308;48;2;214.66
937;309;2;3;169.54
938;310;240;2;115.21
939;310;197;1;109.76
940;310;137;3;83.8
941;311;105;2;19.14
942;311;44;1;46.23
943;311;188;2;221.91
944;311;93;3;177.34
945;312;222;3;207.75
946;312;106;3;63.95
947;312;176;1;23.46
948;312;72;1;136.88
949;312;144;3;46.76
950;313;121;1;102.0
951;313;44;3;46.23
952;313;291;3;67.09
953;314;110;2;33.58
954;314;264;1;22.18
955;314;213;3;29.38
956;314;223;3;12.9
957;314;276;3;77.1
958;315;209;1;110.99
959;315;183;2;83.98
960;316;163;3;127.95
961;316;186;3;24.83
962;316;76;1;23.8
963;316;157;3;145.39
964;317;36;2;35.27
965;317;290;2;138.11
966;317;217;2;133.47
967;317;16;1;135.22
968;317;120;1;44.38
969;318;113;2;261.82
970;318;174;2;16.75
971;319;54;1;232.82
972;319;264;1;22.18
973;319;273;2;197.68
974;319;121;3;102.0
975;319;276;1;77.1
976;320;49;3;49.52
977;320;286;1;23.1
978;320;180;2;59.61
979;320;21;2;27.77
980;321;293;1;32.93
981;321;158;1;219.43
982;322;205;2;54.75
983;322;260;3;183.92
984;322;158;1;219.43
985;322;2;3;169.54
986;323;159;3;56.32
987;323;99;2;18.5
988;323;79;1;57.05
989;323;79;3;57.05
990;324;77;2;137.95
991;324;164;3;38.45
992;325;133;2;129.76
993;325;67;3;41.38
994;325;219;3;18.89
995;326;37;1;125.9
996;326;272;1;32.79
997;326;187;2;145.63
998;326;145;3;77.19
999;326;117;1;187.28
1000;327;59;2;107.83
1001;328;199;3;156.49
1002;328;206;2;30.23
1003;328;194;3;39.16
1004;328;7;3;435.46
1005;329;62;2;77.66
1006;330;48;1;214.66
1007;330;259;3;193.37
1008;330;183;3;83.98
1009;331;233;1;153.83
1010;331;44;3;46.23
1011;331;98;1;156.09
1012;331;92;2;338.54
1013;331;43;1;27.58
1014;332;240;2;115.21
1015;332;185;2;47.76
1016;332;278;1;58.03
1017;333;172;2;108.1
1018;333;18;3;140.06
1019;333;134;2;60.38
1020;333;239;2;89.88
1021;334;262;3;203.02
1022;334;197;2;109.76
1023;334;224;1;289.95
1024;334;161;2;66.77
1025;334;172;1;108.1
1026;335;123;1;70.77
1027;335;71;3;104.37
1028;336;66;2;65.31
1029;337;52;1;198.57
1030;338;114;1;81.1
1031;339;104;3;193.22
1032;339;291;2;67.09
1033;339;197;3;109.76
1034;339;129;2;59.78
1035;339;106;1;63.95
1036;340;17;1;66.06
1037;341;164;3;38.45
1038;341;243;2;23.3
1039;341;281;2;13.59
1040;341;61;1;251.37
1041;341;275;2;167.5
1042;342;227;3;128.22
1043;342;103;1;60.73
1044;342;50;3;63.53
1045;342;156;2;51.61
1046;342;127;2;28.04
1047;343;281;3;13.59
1048;343;296;2;31.73
1049;343;239;2;89.88
1050;343;167;3;40.59
1051;344;200;3;209.0
1052;345;197;1;109.76
1053;345;96;3;318.43
1054;346;267;1;23.63
1055;346;31;1;263.13
1056;346;250;2;45.33
1057;346;56;3;84.93
1058;346;76;3;23.8
1059;347;80;1;16.51
1060;347;233;3;153.83
1061;347;117;1;187.28
1062;347;297;3;111.18
1063;348;274;2;43.03
1064;348;36;3;35.27
1065;348;46;1;32.13
1066;349;122;1;159.31
1067;349;292;1;115.69
1068;349;64;1;63.91
1069;350;29;2;33.59
1070;350;74;3;13.44
1071;350;278;2;58.03
1072;351;132;3;76.68
1073;351;287;1;82.17
1074;352;51;1;69.12
1075;353;27;2;257.64
1076;353;277;2;141.51
1077;353;30;1;43.42
1078;354;142;2;26.83
1079;354;174;1;16.75
1080;354;2;3;169.54
1081;354;5;1;99.57
1082;354;286;1;23.1
1083;355;238;3;130.67
1084;355;217;2;133.47
1085;356;68;3;208.07
1086;357;279;3;52.64
1087;357;247;1;280.92
1088;357;238;3;130.67
1089;358;48;1;214.66
1090;358;235;2;98.52
1091;358;144;3;46.76
1092;358;73;3;47.55
1093;359;53;1;51.23
1094;359;109;3;46.77
1095;360;117;1;187.28
1096;360;180;3;59.61
1097;360;132;3;76.68
1098;360;45;3;206.86
1099;361;216;1;265.62
1100;362;199;2;156.49
1101;363;70;1;99.53
1102;363;48;3;214.66
1103;363;203;3;22.49
1104;363;60;1;69.22
1105;364;135;2;23.48
1106;364;8;2;295.75
1107;364;259;1;193.37
1108;365;144;1;46.76
1109;365;3;2;355.2
1110;365;262;2;203.02
1111;365;212;2;167.62
1112;366;296;2;31.73
1113;366;170;3;22.32
1114;366;228;2;21.36
1115;366;46;3;32.13
1116;366;267;3;23.63
1117;367;153;2;28.61
1118;367;70;1;99.53
1119;367;193;1;303.95
1120;367;92;2;338.54
1121;367;166;1;36.18
1122;368;255;2;63.76
1123;368;2;3;169.54
1124;369;43;1;27.58
1125;370;106;1;63.95
1126;370;246;2;105.53
1127;370;291;1;67.09
1128;370;20;2;27.74
1129;370;129;3;59.78
1130;371;121;3;102.0
1131;372;22;3;231.52
1132;372;80;3;16.51
1133;372;277;1;141.51
1134;373;239;2;89.88
1135;374;101;2;337.71
1136;374;183;3;83.98
1137;374;163;2;127.95
1138;374;183;2;83.98
1139;374;173;1;44.37
1140;375;259;3;193.37
1141;375;42;3;263.42
1142;375;157;2;145.39
1143;375;235;2;98.52
1144;375;186;3;24.83
1145;376;247;2;280.92
1146;377;122;3;159.31
1147;377;291;3;67.09
1148;377;235;2;98.52
1149;378;10;3;83.77
